signature	po_id	po_label	pato_id	pato_label	label	definition	parent	pair_status	pair_source	assertions	accepted_assertions	taxa	pages	example_1	example_2	decision	reason
EQ|PO_0030103|PATO_0001482	PO_0030103	drupe fruit	PATO_0001482	prominent	drupe fruit prominent	A flora phenotype in which a(n) drupe fruit exhibits the quality prominent.	PHENO|PO_0030103	allowed	curator_review_2026-09-18	1	1	1	314	Rubus creticus Tourn. ex L. (p314): prominent		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030105|PATO_0000122	PO_0030105	follicle fruit	PATO_0000122	length	follicle fruit length	A flora phenotype in which a(n) follicle fruit exhibits the quality length.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	138	Gomphocarpus fruticosus (L.) W.T.Aiton (p138): 20-50 mm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030105|PATO_0000386	PO_0030105	follicle fruit	PATO_0000386	hard	follicle fruit hard	A flora phenotype in which a(n) follicle fruit exhibits the quality hard.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	139	Gomphocarpus sinaicus Boiss. (p139): very hard		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030105|PATO_0000701	PO_0030105	follicle fruit	PATO_0000701	smooth	follicle fruit smooth	A flora phenotype in which a(n) follicle fruit exhibits the quality smooth.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	139	Gomphocarpus sinaicus Boiss. (p139): smooth		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030105|PATO_0001365	PO_0030105	follicle fruit	PATO_0001365	spiny	follicle fruit spiny	A flora phenotype in which a(n) follicle fruit exhibits the quality spiny.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	139	Gomphocarpus sinaicus Boiss. (p139): bearing dark spines		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030105|PATO_0001891	PO_0030105	follicle fruit	PATO_0001891	ovate	follicle fruit ovate	A flora phenotype in which a(n) follicle fruit exhibits the quality ovate.	PHENO|PO_0030105	allowed	curator_review_2026-09-18	1	1	1	139	Gomphocarpus sinaicus Boiss. (p139): ovoid		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030107|PATO_0001873	PO_0030107	achene fruit	PATO_0001873	cylindrical	achene fruit cylindrical	A flora phenotype in which a(n) achene fruit exhibits the quality cylindrical.	FLOPO_0980916	allowed	curator_review_2026-09-18	1	1	1	269	Pulicaria incisa (Lam.) DC. (p269): cylindrical in shape		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030108|PATO_0000122	PO_0030108	berry fruit	PATO_0000122	length	berry fruit length	A flora phenotype in which a(n) berry fruit exhibits the quality length.	PHENO|PO_0030108	allowed	curator_review_2026-09-18	1	1	1	316	Cissus quadrangularis L. (p316): 9 mm long		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030108|PATO_0000317	PO_0030108	berry fruit	PATO_0000317	black	berry fruit black	A flora phenotype in which a(n) berry fruit exhibits the quality black.	PHENO|PO_0030108	allowed	curator_review_2026-09-18	1	1	1	308	Jasminum grandiflorum L. (p308): fruits black		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030108|PATO_0000322	PO_0030108	berry fruit	PATO_0000322	red	berry fruit red	A flora phenotype in which a(n) berry fruit exhibits the quality red.	PHENO|PO_0030108	allowed	curator_review_2026-09-18	1	1	1	278	Lonicera etrusca Santi (p278): reddish in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030113|PATO_0000406	PO_0030113	flower pedicel	PATO_0000406	curved	flower pedicel curved	A flora phenotype in which a(n) flower pedicel exhibits the quality curved.	PHENO|PO_0030113	allowed	curator_review_2026-09-18	1	1	1	47	Erica arborea L. (p47): flower stalk curved		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030113|PATO_0000454	PO_0030113	flower pedicel	PATO_0000454	hairy	flower pedicel hairy	A flora phenotype in which a(n) flower pedicel exhibits the quality hairy.	PHENO|PO_0030113	allowed	curator_review_2026-09-18	1	1	1	220	Clutia lanceolata Forssk. (p220): with hairs		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030113|PATO_0000954	PO_0030113	flower pedicel	PATO_0000954	pink	flower pedicel pink	A flora phenotype in which a(n) flower pedicel exhibits the quality pink.	PHENO|PO_0030113	allowed	curator_review_2026-09-18	1	1	1	47	Erica arborea L. (p47): pink		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030113|PATO_0002359	PO_0030113	flower pedicel	PATO_0002359	broad	flower pedicel broad	A flora phenotype in which a(n) flower pedicel exhibits the quality broad.	PHENO|PO_0030113	allowed	curator_review_2026-09-18	1	1	1	169	Capparis cartilaginea Decne. (p169): the flower stalk broad		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030115|PATO_0000322	PO_0030115	raceme inflorescence	PATO_0000322	red	raceme inflorescence red	A flora phenotype in which a(n) raceme inflorescence exhibits the quality red.	FLOPO_0980958	allowed	curator_review_2026-09-18	1	1	1	206	Woodfordia fruticosa (L.) Kurz (p206): red inflorescences		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030115|PATO_0001802	PO_0030115	raceme inflorescence	PATO_0001802	loose	raceme inflorescence loose	A flora phenotype in which a(n) raceme inflorescence exhibits the quality loose.	FLOPO_0980958	allowed	curator_review_2026-09-18	1	1	1	123	Halothamnus iraqensis Botsch. (p123): forming lax racemes		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030115|PATO_0104035	PO_0030115	raceme inflorescence	PATO_0104035	pendent	raceme inflorescence pendent	A flora phenotype in which a(n) raceme inflorescence exhibits the quality pendent.	FLOPO_0980958	allowed	curator_review_2026-09-18	1	1	1	187	Cadia purpurea (G.Piccioli) Aiton (p187): flowers in pendulous racemes		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030117|PATO_0000324	PO_0030117	spike inflorescence	PATO_0000324	yellow	spike inflorescence yellow	A flora phenotype in which a(n) spike inflorescence exhibits the quality yellow.	FLOPO_0980963	allowed	curator_review_2026-09-18	1	0	1	200	Lavandula atriplicifolia Benth. (p200): and yellow in colour		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0000323	PO_0030121	capitulum inflorescence	PATO_0000323	white	capitulum inflorescence white	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality white.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	61	Vachellia johnwoodii (Boulos) Ragup., Seigler, Ebinger & Maslin (p61): white globose inflorescences		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0000921	PO_0030121	capitulum inflorescence	PATO_0000921	width	capitulum inflorescence width	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality width.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	163	Rhanterium epapposum Oliv. (p163): 1.5 cm wide		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0000951	PO_0030121	capitulum inflorescence	PATO_0000951	purple	capitulum inflorescence purple	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality purple.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	156	Baccharoides schimperi (DC.) Isawumi, El-Ghazaly & B.Nord. (p156): purple		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0001164	PO_0030121	capitulum inflorescence	PATO_0001164	dense	capitulum inflorescence dense	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality dense.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	162	Psiadia punctulata Vatke (p162): flower heads dense		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0001263	PO_0030121	capitulum inflorescence	PATO_0001263	dark yellow	capitulum inflorescence dark yellow	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality dark yellow.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	62	Vachellia nilotica subsp. indica (Benth.) Kyal. & Boatwr. (p62): dark yellow		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0001373	PO_0030121	capitulum inflorescence	PATO_0001373	glistening	capitulum inflorescence glistening	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality glistening.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	64	Vachellia seyal var. fistula (p64): shiny		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0002191	PO_0030121	capitulum inflorescence	PATO_0002191	aromatic	capitulum inflorescence aromatic	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality aromatic.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	271	Pulicaria undulata subsp. undulata (p271): with an aromatic scent		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030121|PATO_0002254	PO_0030121	capitulum inflorescence	PATO_0002254	flattened	capitulum inflorescence flattened	A flora phenotype in which a(n) capitulum inflorescence exhibits the quality flattened.	FLOPO_0980970	allowed	curator_review_2026-09-18	1	1	1	152	Anvillea garcinii (Burm.f.) DC. (p152): flat		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030123|PATO_0001873	PO_0030123	panicle inflorescence	PATO_0001873	cylindrical	panicle inflorescence cylindrical	A flora phenotype in which a(n) panicle inflorescence exhibits the quality cylindrical.	FLOPO_0980972	allowed	curator_review_2026-09-18	1	1	1	311	Calamagrostis arenaria (L.) Roth (p311): cylindrical in shape		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030124|PATO_0000467	PO_0030124	corymb inflorescence	PATO_0000467	present	corymb inflorescence present	A flora phenotype in which a(n) corymb inflorescence exhibits the quality present.	PHENO|PO_0030124	allowed	curator_review_2026-09-18	1	1	1	174	Maerua oblongifolia (Forssk.) A.Rich. (p174): flowers in terminal corymbose inflorescences		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0030129|PATO_0002476	PO_0030129	umbel inflorescence	PATO_0002476	terminal	umbel inflorescence terminal	A flora phenotype in which a(n) umbel inflorescence exhibits the quality terminal.	PHENO|PO_0030129	allowed	curator_review_2026-09-18	1	1	1	133	Deverra tortuosa (Desf.) DC. (p133): the inflorescences are terminal umbels		accept	Curator decision D1 (Robert Hoehndorf, 2026-09-18): mint FLOPO EQ phenotype classes for the NCVC Saudi guide's PO x PATO candidates through the reviewed-combination path.
EQ|PO_0009046|PATO_0000587	PO_0009046	flower	PATO_0000587	decreased size	flower decreased size	A flora phenotype in which a(n) flower exhibits the quality decreased size.	FLOPO_0000122	novel		31	0	31	23|26|52|57|76|100|102|103|106|113|122|143|151|185|198|204|227|231|232|233|234|249|253|264|265|290|293|299|307|313|317	Tarchonanthus camphoratus L. (p23): flowers small	Cordia sinensis Lam. (p26): small	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0020038|PATO_0000574	PO_0020038	petiole	PATO_0000574	decreased length	petiole decreased length	A flora phenotype in which a(n) petiole exhibits the quality decreased length.	FLOPO_0000117	novel		30	0	30	15|36|37|38|45|46|52|61|78|79|86|93|97|100|106|116|118|134|136|138|174|206|217|221|227|233|235|246|291|300	Avicennia marina (p15): leaves short-petioled	Trema orientale (L.) Blume (p36): leaves short-petioled	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0009046|PATO_0001340	PO_0009046	flower	PATO_0001340	hermaphrodite	flower hermaphrodite	A flora phenotype in which a(n) flower exhibits the quality hermaphrodite.	FLOPO_0000122	allowed	curator_review_2026-09-18	23	21	23	35|92|115|119|124|130|131|141|153|154|166|169|172|173|176|188|222|226|232|249|254|312|313	Celtis toka (Forssk.) Hepper & J.R.I.Wood (p35): hermaphrodite flowers	Prunus arabica (Olivier) Meikle (p92): flowers bisexual	exclude	blocked quality branch: PATO:0001340 is under phenotypic sex, which ontology/flopo.owl excludes with a general class axiom (the EQ class would be unsatisfiable)
EQ|PO_0025034|PATO_0000587	PO_0025034	leaf	PATO_0000587	decreased size	leaf decreased size	A flora phenotype in which a(n) leaf exhibits the quality decreased size.	FLOPO_0000004	novel		16	0	16	47|53|115|119|125|151|163|171|183|194|205|223|224|225|229|286	Erica arborea L. (p47): leaves small	Prosopis koelziana Burkart (p53): leaves small	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
EQ|PO_0025034|PATO_0000599	PO_0025034	leaf	PATO_0000599	decreased width	leaf decreased width	A flora phenotype in which a(n) leaf exhibits the quality decreased width.	FLOPO_0000004	novel		13	0	12	23|143|148|182|188|222|226|231|262|276|280|284|304	Tarchonanthus camphoratus L. (p23): leaves narrow	Periploca somaliensis Browicz (p143): narrowly linear ... narrowly ovate	exclude	"pair novel in config/valid_combinations.tsv (curator pair screen 2026-09-18: abnormal-sense PATO (increased/decreased relative to a normal reference); source states a plain descriptive value (e.g. ""small"", ""short"", ""many""))"
